acc,Key,Sample,AMIKAC_MIC,Unnamed: 3,AMOXIC_MIC,Unnamed: 5,AMOCL2_MIC,Unnamed: 7,AMOCL_MIC,Unnamed: 9,AZTREO_MIC,Unnamed: 11,CEFEP_MIC,Unnamed: 13,CEFOTA_MIC,Unnamed: 15,CEFTAZ_MIC,Unnamed: 17,CFZAVI_MIC,Unnamed: 19,CIPROF_MIC,Unnamed: 21,COLLIST_MIC,Unnamed: 23,ERTAPENEM_MIC,Unnamed: 25,FZNTAZO_MIC,Unnamed: 27,GENTAM_MIC,Unnamed: 29,IMIPENEM_MIC,Unnamed: 31,MEROPENEM_MIC,Unnamed: 33,PIPERAC_MIC,Unnamed: 35,PIPTAZO_MIC,Unnamed: 37,TEMOC_MIC,Unnamed: 39,TIGEC_MIC,Unnamed: 41,TOBRAM_MIC,Unnamed: 43,TRISUL_MIC,Unnamed: 45
SRR20168702,05/0674,05-0674,≤       2,SUSC,       4,SUSC,       4,SUSC,       4,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,NOINTP,≤    0.06,SUSC,≤     0.5,SUSC,≤    0.12,SUSC,≤     0.5,NOINTP,       1,SUSC,≤     0.5,SUSC,≤     0.12,SUSC, ≤    2,SUSC,≤       1,SUSC,       4,NOINTP,≤    0.25,SUSC,≤       1,SUSC,≤     0.5,SUSC
SRR20168701,05/0955,05-0955,≤       2,SUSC, >      32,RESIST, >      64,RESIST,      32,RESIST,≤     0.5,SUSC,       1,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,NOINTP,≤    0.06,SUSC,≤     0.5,SUSC,≤    0.12,SUSC,≤     0.5,NOINTP,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,,,      32,RESIST,       8,NOINTP,≤    0.25,SUSC,≤       1,SUSC,≤     0.5,SUSC
SRR20168700,05/0957,05-0957,≤       2,SUSC,       4,SUSC,       4,SUSC,       4,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,NOINTP,≤    0.06,SUSC,       1,SUSC,≤    0.12,SUSC,≤     0.5,NOINTP,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC, ≤    2,SUSC,≤       1,SUSC,       2,NOINTP,≤    0.25,SUSC,≤       1,SUSC,≤     0.5,SUSC
SRR20168699,05/0991,05-0991,≤       2,SUSC, >      32,RESIST,      64,RESIST,      32,RESIST,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,NOINTP,≤    0.06,SUSC,≤     0.5,SUSC,≤    0.12,SUSC,≤     0.5,NOINTP,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,,,       2,SUSC,       4,NOINTP,≤    0.25,SUSC,≤       1,SUSC, >      32,RESIST
SRR20168698,05/1051,05-1051,       4,SUSC,       4,SUSC,       4,SUSC,       4,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,NOINTP,≤    0.06,SUSC,≤     0.5,SUSC,≤    0.12,SUSC,≤     0.5,NOINTP,       1,SUSC,≤     0.5,SUSC,≤     0.12,SUSC, ≤    2,SUSC,       2,SUSC,       4,NOINTP,≤    0.25,SUSC,≤       1,SUSC,≤     0.5,SUSC
SRR20168696,05/1189,05-1189,≤       2,SUSC,       4,SUSC,       4,SUSC,       4,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,NOINTP,≤    0.06,SUSC,≤     0.5,SUSC,≤    0.12,SUSC,≤     0.5,NOINTP,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.12,SUSC, ≤    2,SUSC,       2,SUSC,       8,NOINTP,≤    0.25,SUSC,≤       1,SUSC,≤     0.5,SUSC
SRR20168695,05/1200,05-1200,≤       2,SUSC,       4,SUSC,       4,SUSC,       8,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,NOINTP,≤    0.06,SUSC,≤     0.5,SUSC,≤    0.12,SUSC,≤     0.5,NOINTP,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.12,SUSC, ≤    2,SUSC,       2,SUSC,       4,NOINTP,≤    0.25,SUSC,≤       1,SUSC,≤     0.5,SUSC
SRR20168694,05/1259,05-1259,≤       2,SUSC, >      32,RESIST,      16,RESIST,      16,INTERM,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,NOINTP,    0.25,SUSC,≤     0.5,SUSC,≤    0.12,SUSC,≤     0.5,NOINTP,       1,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,,,       2,SUSC,       8,NOINTP,≤    0.25,SUSC,≤       1,SUSC,       2,SUSC
SRR20168693,05/1260,05-1260,≤       2,SUSC,       8,SUSC,       4,SUSC,       4,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,NOINTP,≤    0.06,SUSC,≤     0.5,SUSC,≤    0.12,SUSC,≤     0.5,NOINTP,       1,SUSC,≤     0.5,SUSC,≤     0.12,SUSC, ≤    2,SUSC,       2,SUSC,       8,NOINTP,≤    0.25,SUSC,≤       1,SUSC,≤     0.5,SUSC
SRR20168692,05/1276,05-1276,≤       2,SUSC,       4,SUSC,       4,SUSC,       8,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,NOINTP,≤    0.06,SUSC,≤     0.5,SUSC,≤    0.12,SUSC,≤     0.5,NOINTP,       1,SUSC,≤     0.5,SUSC,≤     0.12,SUSC, ≤    2,SUSC,       2,SUSC,       4,NOINTP,≤    0.25,SUSC,≤       1,SUSC,≤     0.5,SUSC
SRR20168691,05/1353,05-1353,       4,SUSC, >      32,RESIST,       8,SUSC,       8,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,NOINTP,≤    0.06,SUSC,≤     0.5,SUSC,≤    0.12,SUSC,≤     0.5,NOINTP,       1,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,,,       2,SUSC,       8,NOINTP,≤    0.25,SUSC,≤       1,SUSC, >      32,RESIST
SRR20168690,05/1455,05-1455,       8,SUSC, >      32,RESIST,      16,RESIST,       8,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,NOINTP,≤    0.06,SUSC,       1,SUSC,≤    0.12,SUSC,≤     0.5,NOINTP,       2,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,,,       2,SUSC,       4,NOINTP,≤    0.25,SUSC,≤       1,SUSC, >      32,RESIST
SRR20168689,05/1467,05-1467,≤       2,SUSC, >      32,RESIST, >      64,RESIST,      32,RESIST,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,NOINTP, >      16,RESIST,≤     0.5,SUSC,≤    0.12,SUSC,≤     0.5,NOINTP, >       8,RESIST,≤     0.5,SUSC,≤     0.5,SUSC,,,       8,SUSC,       4,NOINTP,≤    0.25,SUSC,      16,RESIST,≤     0.5,SUSC
SRR20168688,05/1533,05-1533,       4,SUSC,       8,SUSC,       4,SUSC,       4,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,NOINTP,≤    0.06,SUSC,       1,SUSC,≤    0.12,SUSC,≤     0.5,NOINTP,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.12,SUSC, ≤    2,SUSC,       2,SUSC,       8,NOINTP,≤    0.25,SUSC,≤       1,SUSC,≤     0.5,SUSC
SRR20168687,05/1534,05-1534,≤       2,SUSC, >      32,RESIST,      16,RESIST,       8,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,NOINTP,    0.25,SUSC,≤     0.5,SUSC,≤    0.12,SUSC,≤     0.5,NOINTP,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,,,       2,SUSC,       4,NOINTP,≤    0.25,SUSC,≤       1,SUSC, >      32,RESIST
SRR20168685,05/1549,05-1549,≤       2,SUSC, >      32,RESIST,       8,SUSC,       8,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,NOINTP,≤    0.06,SUSC,≤     0.5,SUSC,≤    0.12,SUSC,≤     0.5,NOINTP,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,,,≤       1,SUSC,       4,NOINTP,≤    0.25,SUSC,≤       1,SUSC, >      32,RESIST
SRR20168684,05/1581,05-1581,      16,INTER, >      32,RESIST, >      64,RESIST,      32,RESIST,≤     0.5,SUSC,       1,SUSC,≤     0.5,SUSC,       1,SUSC,≤     0.5,NOINTP,       8,RESIST,≤     0.5,SUSC,≤    0.12,SUSC,≤     0.5,NOINTP,       4,INTER,≤     0.5,SUSC,≤     0.5,SUSC,,, >      64,RESIST,      16,NOINTP,     0.5,SUSC,       4,INTER,≤     0.5,SUSC
SRR20168683,05/1584,05-1584,≤       2,SUSC, >      32,RESIST,      64,RESIST,      16,INTERM,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,NOINTP, >      16,RESIST,≤     0.5,SUSC,≤    0.12,SUSC,≤     0.5,NOINTP,       1,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,,,       2,SUSC,       4,NOINTP,≤    0.25,SUSC,       2,SUSC, >      32,RESIST
SRR20168682,05/1602,05-1602,       4,SUSC,       4,SUSC,       4,SUSC,       4,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,NOINTP,    0.25,SUSC,≤     0.5,SUSC,≤    0.12,SUSC,≤     0.5,NOINTP,       1,SUSC,≤     0.5,SUSC,≤     0.12,SUSC, ≤    2,SUSC,≤       1,SUSC,       4,NOINTP,≤    0.25,SUSC,≤       1,SUSC, >      32,RESIST
SRR20168681,05/1603,05-1603,       8,SUSC, >      32,RESIST,      64,RESIST,      16,INTERM,≤     0.5,SUSC,       1,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,NOINTP,       8,RESIST,       1,SUSC,≤    0.12,SUSC,≤     0.5,NOINTP,       4,INTER,≤     0.5,SUSC,≤     0.5,SUSC,,,      16,INTER,       8,NOINTP,≤    0.25,SUSC,       2,SUSC,       1,SUSC
SRR20168680,05/1671,05-1671,≤       2,SUSC, >      32,RESIST, >      64,RESIST,      32,RESIST,      16,RESIST,≤     0.5,SUSC,       8,RESIST,      16,RESIST,≤     0.5,NOINTP,    0.25,SUSC,≤     0.5,SUSC,≤    0.12,SUSC,≤     0.5,NOINTP,       1,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,,,      32,RESIST,       8,NOINTP,≤    0.25,SUSC,≤       1,SUSC,≤     0.5,SUSC
SRR20168679,05/1680,05-1680,≤       2,SUSC, >      32,RESIST,       4,SUSC,       8,SUSC,       2,INTER,≤     0.5,SUSC,       4,RESIST,      16,RESIST,≤     0.5,NOINTP,       8,RESIST,     0.5,SUSC,≤    0.12,SUSC,≤     0.5,NOINTP,       1,SUSC,≤     0.5,SUSC,≤     0.12,SUSC, >    32,RESIST,       2,SUSC,       8,NOINTP,≤    0.25,SUSC,≤       1,SUSC,       1,SUSC
SRR20168678,10/0009,10-0009,≤       2,SUSC, >      32,RESIST,       8,SUSC,       8,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,NOINTP,≤    0.06,SUSC,       1,SUSC,≤    0.12,SUSC,≤     0.5,NOINTP,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,,,≤       1,SUSC,       4,NOINTP,     0.5,SUSC,≤       1,SUSC, >      32,RESIST
SRR20168649,10/0175,10-0175,≤       2,SUSC, >      32,RESIST,       8,SUSC,       8,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,NOINTP,≤    0.06,SUSC,≤     0.5,SUSC,≤    0.12,SUSC,≤     0.5,NOINTP,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,,,≤       1,SUSC,       4,NOINTP,     0.5,SUSC,≤       1,SUSC, >      32,RESIST
SRR20168648,10/0243,10-0243,≤       2,SUSC, >      32,RESIST,      32,RESIST,      16,INTERM,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,NOINTP,    0.25,SUSC,≤     0.5,SUSC,≤    0.12,SUSC,≤     0.5,NOINTP, >       8,RESIST,≤     0.5,SUSC,≤     0.5,SUSC,,,       2,SUSC,       8,NOINTP,≤    0.25,SUSC,       8,RESIST, >      32,RESIST
SRR20168646,10/0253,10-0253,≤       2,SUSC, >      32,RESIST,       8,SUSC,       8,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,NOINTP,≤    0.06,SUSC,≤     0.5,SUSC,≤    0.12,SUSC,≤     0.5,NOINTP,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,,,≤       1,SUSC,       4,NOINTP,≤    0.25,SUSC,≤       1,SUSC,≤     0.5,SUSC
SRR20168645,10/0337,10-0337,≤       2,SUSC, >      32,RESIST,      64,RESIST,      16,INTERM,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,NOINTP, >      16,RESIST,≤     0.5,SUSC,≤    0.12,SUSC,≤     0.5,NOINTP,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,,,      32,RESIST,       8,NOINTP,     0.5,SUSC,≤       1,SUSC, >      32,RESIST
SRR20168644,10/0391,10-0391,≤       2,SUSC,       4,SUSC,       4,SUSC,       4,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,NOINTP,≤    0.06,SUSC,      0.5,SUSC,≤    0.12,SUSC,≤     0.5,NOINTP,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.12,SUSC, ≤    2,SUSC,≤       1,SUSC,       4,NOINTP,≤    0.25,SUSC,≤       1,SUSC,≤     0.5,SUSC
SRR20168643,10/0455,10-0455,≤       2,SUSC,       4,SUSC,       4,SUSC,       4,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,NOINTP,≤    0.06,SUSC,≤     0.5,SUSC,≤    0.12,SUSC,≤     0.5,NOINTP,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,,,≤       1,SUSC,       4,NOINTP,     0.5,SUSC,≤       1,SUSC,≤     0.5,SUSC
SRR20168642,10/0462,10-0462,≤       2,SUSC, >      32,RESIST, >      64,RESIST,      32,RESIST,≤     0.5,SUSC,      16,RESIST,       2,INTER,≤     0.5,SUSC,≤     0.5,NOINTP,     0.5,SUSC,≤     0.5,SUSC,≤    0.12,SUSC,≤     0.5,NOINTP, >       8,RESIST,≤     0.5,SUSC,≤     0.5,SUSC,,, >      64,RESIST,       8,NOINTP,     0.5,SUSC,       4,INTER, >      32,RESIST
SRR20168641,10/0469,10-0469,≤       2,SUSC,       4,SUSC,       4,SUSC,       4,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,NOINTP,≤    0.06,SUSC,      0.5,SUSC,≤    0.12,SUSC,≤     0.5,NOINTP,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.12,SUSC, ≤    2,SUSC,≤       1,SUSC,       8,NOINTP,     0.5,SUSC,≤       1,SUSC,≤     0.5,SUSC
SRR20168640,10/0498,10-0498,≤       2,SUSC,       4,SUSC,       4,SUSC,       2,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,NOINTP,≤    0.06,SUSC,      0.5,SUSC,≤    0.12,SUSC,≤     0.5,NOINTP,       1,SUSC,≤     0.5,SUSC,≤     0.12,SUSC, ≤    2,SUSC,≤       1,SUSC,       4,NOINTP,≤    0.25,SUSC,≤       1,SUSC,≤     0.5,SUSC
SRR20168639,10/0533,10-0533,≤       2,SUSC,       8,SUSC,       4,SUSC,       8,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,NOINTP,≤    0.06,SUSC,      0.5,SUSC,≤    0.12,SUSC,≤     0.5,NOINTP,       1,SUSC,≤     0.5,SUSC,≤     0.12,SUSC, ≤    2,SUSC,       2,SUSC,       8,NOINTP,     0.5,SUSC,≤       1,SUSC,≤     0.5,SUSC
SRR20168638,10/0662,10-0662,≤       2,SUSC, >      32,RESIST,       8,SUSC,       8,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,NOINTP,≤    0.06,SUSC,≤     0.5,SUSC,≤    0.12,SUSC,≤     0.5,NOINTP,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,,,≤       1,SUSC,       4,NOINTP,       1,SUSC,≤       1,SUSC, >      32,RESIST
SRR20168637,10/0677,10-0677,≤       2,SUSC, >      32,RESIST, >      64,RESIST,      32,RESIST,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,NOINTP,≤    0.06,SUSC,≤     0.5,SUSC,≤    0.12,SUSC,≤     0.5,NOINTP,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,,,       8,SUSC,       8,NOINTP,     0.5,SUSC,≤       1,SUSC,≤     0.5,SUSC
SRR20168635,10/0720,10-0720,≤       2,SUSC, >      32,RESIST,       8,SUSC,       8,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,NOINTP,≤    0.06,SUSC,≤     0.5,SUSC,≤    0.12,SUSC,≤     0.5,NOINTP,       1,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,,,       2,SUSC,       8,NOINTP,≤    0.25,SUSC,≤       1,SUSC, >      32,RESIST
SRR20168634,10/0815,10-0815,≤       2,SUSC, >      32,RESIST,      16,RESIST,      16,INTERM, >      32,RESIST,      32,RESIST, >       8,RESIST,      32,RESIST,≤     0.5,NOINTP, >      16,RESIST,≤     0.5,SUSC,≤    0.12,SUSC,       1,NOINTP,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,,,       2,SUSC,      16,NOINTP,≤    0.25,SUSC,≤       1,SUSC,≤     0.5,SUSC
SRR20168633,10/0997,10-0997,≤       2,SUSC, >      32,RESIST, >      64,RESIST,      32,RESIST,≤     0.5,SUSC,       1,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,NOINTP,    0.25,SUSC,≤     0.5,SUSC,≤    0.12,SUSC,≤     0.5,NOINTP,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,,,      32,RESIST,       8,NOINTP,     0.5,SUSC,≤       1,SUSC, >      32,RESIST
SRR20168632,10/1009,10-1009,       4,SUSC, >      32,RESIST,      64,RESIST,      16,INTERM,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,NOINTP,≤    0.06,SUSC,≤     0.5,SUSC,≤    0.12,SUSC,≤     0.5,NOINTP,       1,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,,,       2,SUSC,       8,NOINTP,     0.5,SUSC,≤       1,SUSC, >      32,RESIST
SRR20168631,10/1010,10-1010,≤       2,SUSC,       4,SUSC,       4,SUSC,       2,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,NOINTP,≤    0.06,SUSC,      0.5,SUSC,≤    0.12,SUSC,≤     0.5,NOINTP,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.12,SUSC, ≤    2,SUSC,≤       1,SUSC,       2,NOINTP,     0.5,SUSC,≤       1,SUSC,≤     0.5,SUSC
SRR20168630,10/1231,10-1231,≤       2,SUSC,       4,SUSC,       2,SUSC,       4,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,NOINTP,≤    0.06,SUSC,      0.5,SUSC,≤    0.12,SUSC,≤     0.5,NOINTP,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.12,SUSC, ≤    2,SUSC,≤       1,SUSC,       2,NOINTP,     0.5,SUSC,≤       1,SUSC,≤     0.5,SUSC
SRR20168629,10/1341,10-1341,≤       2,SUSC, >      32,RESIST,       8,SUSC,       8,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,NOINTP,≤    0.06,SUSC,≤     0.5,SUSC,≤    0.12,SUSC,≤     0.5,NOINTP,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,,,≤       1,SUSC,       4,NOINTP,≤    0.25,SUSC,≤       1,SUSC,≤     0.5,SUSC
SRR20168628,10/1358,10-1358,       4,SUSC, >      32,RESIST,       8,SUSC,       8,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,NOINTP, >      16,RESIST,≤     0.5,SUSC,≤    0.12,SUSC,≤     0.5,NOINTP,       1,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,,,       2,SUSC,       8,NOINTP,≤    0.25,SUSC,≤       1,SUSC,≤     0.5,SUSC
SRR20168627,10/1370,10-1370,≤       2,SUSC,       4,SUSC,       4,SUSC,       4,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,NOINTP,≤    0.06,SUSC,≤     0.5,SUSC,≤    0.12,SUSC,≤     0.5,NOINTP,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.12,SUSC, ≤    2,SUSC,≤       1,SUSC,       4,NOINTP,≤    0.25,SUSC,≤       1,SUSC,≤     0.5,SUSC
SRR20168626,10/1372,10-1372,≤       2,SUSC, >      32,RESIST, >      64,RESIST,      32,RESIST,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,       1,SUSC,≤     0.5,NOINTP,     0.5,SUSC,       1,SUSC,≤    0.12,SUSC,≤     0.5,NOINTP,       2,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,,, >      64,RESIST,       8,NOINTP,≤    0.25,SUSC,       8,RESIST, >      32,RESIST
SRR20168624,10/1496,10-1496,≤       2,SUSC, >      32,RESIST,      16,RESIST,       8,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,≤     0.5,NOINTP,    0.25,SUSC,≤     0.5,SUSC,≤    0.12,SUSC,       2,NOINTP,       1,SUSC,≤     0.5,SUSC,≤     0.5,SUSC,,,       2,SUSC,       8,NOINTP,     0.5,SUSC,≤       1,SUSC,       2,SUSC
